review_number,facility_ind,security_ind,pricing_ind,location_ind,fb_ind,housekeep_ind,frontoff_ind,Others,cons
948,0,0,1,0,0,0,0,0,stay night choos andaz great hotel half priic
950,1,0,0,0,0,0,0,0,lift occasion quit slow arriv despit section
952,0,0,1,0,0,0,0,0,hotel overr money worth
952,1,0,0,0,0,0,0,0,room tower rd person got kid bed
952,0,0,0,0,0,0,1,0,even though complain couldnt give us anoth room
952,0,0,0,0,0,0,1,0,seem standard accord receptionist
952,0,0,0,0,0,1,0,0,one day room even clean
952,1,0,0,0,0,0,0,0,inform recept comment mayb disturb button case button broken anyway
952,0,0,0,0,1,0,0,0,last even order pizza one burnt
952,0,0,0,0,1,0,0,0,call servic told burnt pizza said im sorri hear provid feedback chef
952,0,0,1,0,1,0,0,0,cocktail cost qualiti drink alway good
952,0,0,1,0,1,0,0,0,drink insid bar cheaper order outsid didnt get logic
953,0,0,1,0,0,0,0,0,actual believ hotel chaotic pricey overr
953,0,0,1,0,0,0,0,0,everyon want see icon pool worth
953,1,0,0,0,0,1,0,0,room servic day room nice memor amen ok five star hotel least would expect
955,1,0,0,0,0,1,0,0,room alreadi old inst anoth hotel singapor
956,0,0,0,0,0,0,1,0,check process length long flight singapor follow public transport want put heavi back pack
956,0,0,0,0,0,0,1,0,continu carri minut check process wait minut prior
957,1,0,0,0,0,0,0,0,lift take quit long time consid mani obvious larg build
958,0,0,0,0,0,0,1,0,anticip one night stay icon build total ruin check process similar immigrationpassport control airport
958,1,0,0,0,0,0,0,0,mani peopl lobbi kid run around scream everywher feel chao best way kick longanticip stay place
959,1,0,0,0,0,0,0,0,chang room first night window seal broken traffic nois deafen
959,0,0,0,0,0,1,1,0,must notic changeov hotel would appear opt await custom complaint
960,1,0,0,0,0,0,0,0,extra bed comfort short
960,1,0,0,0,0,0,0,0,moreov door wc close proper good aerat
960,0,0,0,0,0,0,1,0,check delay check staff someon would call polit
961,0,0,1,0,0,0,0,0,take like attract
963,0,0,1,0,0,0,0,0,couldnt get valu price
966,1,0,0,0,0,0,1,0,checkinout process confus slow room clean readi upon arriv saw maid wash hair guest room tub also clean pool servic slow staff unfriend custom servic accommod bring problem like aforement
966,0,0,1,0,0,0,0,0,dont like complain less per night would certain expect better
967,1,0,0,0,0,0,0,0,minor matter bed littl firm irregular top bathroom consum
968,0,0,0,0,0,0,1,0,like find book com actual secur room request
969,1,0,0,0,1,0,0,0,pool mani peopl order singl coke took long
969,0,0,1,0,1,0,0,0,breakfast expens get
969,0,0,0,0,0,0,1,0,express check work breakfast badg alreadi work anymor
970,1,0,1,0,1,0,0,0,difficult find sun chair around pool drink littl pricey
971,1,0,0,0,0,0,1,0,like lobbi like airport
971,1,0,0,0,0,0,0,0,bathroom conveni need instal water hose wash next toilet
972,0,0,0,0,1,0,0,0,night club complex least make prereserv guest
972,1,0,1,0,0,0,0,0,quest pay much money stay overnight hotel accept high season around easter alway pool mainten area whee look ugli wall
972,1,0,0,0,0,0,0,0,one day adult famili section easter sunday front adult section
973,0,0,0,0,1,0,0,0,breakfast isnt includ
975,0,0,0,0,1,0,0,0,think improv made staff rise restaur overal still ok
975,1,0,0,0,0,0,0,0,swim staff life guard bad attitud issu
976,1,0,0,0,0,0,0,0,noth serious hotel attract mani visitor stay hotel obvious guest hotel actual feel pamper hotel guest
977,1,0,0,0,0,0,0,0,nois freeway rd floor
977,1,0,0,0,0,0,0,0,wait lift check time
978,0,0,1,0,1,0,0,0,although room charg expens includ breakfast
978,1,0,0,0,0,0,0,0,swim pool attract wide crowd conveni real swim take photo enjoy see view
979,0,0,1,0,0,0,0,0,expens felt like your pay pure name infin pool
981,0,0,1,0,1,0,0,0,drink crazi expens rooftop bar consist singapor price
983,0,0,0,1,1,0,0,0,away centr town includ breakfast experi ice cake would love
985,0,0,0,0,0,0,1,0,check process slow
985,0,0,0,0,0,0,1,0,long queue wait check
985,0,0,0,0,0,0,1,0,joke chair sit wait check star hotel
987,1,0,0,0,0,0,0,0,realli big prepar walk
987,1,0,0,0,0,0,0,0,put tower get casino tower access bit far walk
987,1,0,0,0,0,0,0,0,didnt like tower entranc say casino doesnt casino access
987,0,0,0,0,0,0,1,0,paid extra marina citi view gave high level garden view said
987,0,0,0,0,0,0,1,0,wasnt cool although garden view quit nice cheaper
987,0,0,0,0,1,0,0,0,reserv dinner lavo friday night food best champagn bottl came hot wait minut chill wouldnt replac
987,0,0,0,0,1,0,0,0,terribl servic waiter came time tabl drink order tabl
987,0,0,1,0,0,0,0,0,price give lavo star
988,1,0,0,0,0,0,0,0,bidet toilet
988,1,0,0,0,0,0,0,0,wipe toilet paper alon unsanitari
988,0,0,0,0,1,0,0,0,breakfast includ
988,0,0,1,0,1,0,0,0,expens stay hotel breakfast includ
988,0,0,0,0,1,0,0,0,mbs hotel check breakfast inclus
988,0,0,1,0,1,0,0,0,rate breakfast high consid children year old eat much
988,0,0,1,0,1,0,0,0,brought children year old taken scrambl egg rice glass orang juic cost sgd
988,0,0,1,0,1,0,0,0,expens food mbs restaur walk distanc reach food court
989,1,0,0,0,0,0,0,0,light switch bathroom shower bathroom front door
990,1,0,0,0,0,0,0,0,slipper fit western male probabl size
990,1,0,0,0,0,0,0,0,umbrella room
990,1,0,0,0,0,0,0,0,ice readili avail floor
991,1,0,0,0,0,0,0,0,room temp set cold ac took age adjust luckili staff help us sort
992,1,0,0,0,0,0,0,0,distant area hotel quit big far walk big shop mall
992,1,0,0,0,0,0,0,0,even go take min
995,1,0,0,0,0,0,0,0,pool overcrowd room rather old fashion bed hard
998,0,0,0,0,0,0,1,0,book room pool tablemedia room sand suit rough week eventu choic pool tablemedia room fulli book reach upon check realli total disappoint given butler suit room live room without pool tablemedia room excit
999,0,0,0,0,0,0,1,0,ask half day addit stay got raw deal pm pm even check way later
1003,0,0,0,0,0,0,1,0,long queue check check
1003,1,0,0,0,0,0,0,0,room outdat spacious comfort
1003,0,0,0,0,1,0,0,0,prepar min wait seat breakfast
1003,1,0,0,0,0,0,0,0,staff around pool attent enough peopl leav towel claim good seat use
1003,1,0,0,0,0,0,0,0,pool alway busi tri sunset sunris midday
1003,1,0,0,0,0,0,0,0,isnt quiet time pool
1003,0,0,1,0,0,0,0,0,expens get
1004,1,0,0,0,0,0,0,0,affin pool crowd give impress expect
1004,1,0,0,0,0,0,0,0,waiter overwhelm difficult find deck chair
1006,1,0,0,0,0,0,0,0,facil swim pool poor suitabl star hotel water dirt notic better even light turn crowd resembl communal bath noisi music bar
1006,1,0,0,0,0,0,0,0,view nice manag find cm space near edg
1006,1,0,0,0,0,0,0,0,reason book get entranc swim pool probabl might reconsid
1007,1,0,0,0,0,0,0,0,lot walk tower shop
1008,0,0,1,0,0,0,0,0,dont like room rate quit expens think
1009,1,0,0,0,0,0,0,0,waiter housekeep staff kind polit attent usher secur hostess put us
1010,0,0,0,0,0,0,1,0,long queue checkin counter staff work bit slow
1010,1,0,0,0,0,0,0,0,dont know thing mbs staff cashier desk casino also work slow
1010,1,0,0,0,0,0,0,0,know infin pool amaz pool ever world anoth real pool actual swim
1011,1,0,0,0,0,0,0,0,room facil general area start look tire worn
1011,0,0,1,0,0,0,0,0,hype expens id expect absolut everyth perfect
1011,1,0,0,0,0,0,0,0,exampl includ worn carpet pathway drape work room
1012,0,0,1,0,1,0,0,0,extraordinari price would expect least breakfast includ
1013,1,0,0,0,0,0,0,0,bed slight hard
1014,0,0,0,0,0,0,1,0,even though ask write beforehand checkin could use pool check near unabl experi pool
1014,0,0,0,0,0,0,1,0,even flight thought wed enjoy pool end stay went checkout told use pool longer avail
1014,0,0,0,0,0,0,1,0,problem explicit ask told could turn room key temporari
1014,0,0,0,0,0,0,1,0,staff insist mistaken wouldnt budg
1014,0,0,0,0,0,0,1,0,offer extra hour wast argu
1014,0,0,0,0,0,0,1,0,insist manag view cctv tape checkin tape mysteri miss final offer us promis
1015,0,0,1,0,1,0,0,0,restaur properti expens could breakfast
1015,0,0,0,0,1,0,0,0,difficult find altern option around area noth around hotel shop center plenti shop mani food option
1016,0,0,0,0,0,0,1,0,staff pool area discrimin peopl go insid pool area exampl tri go friend allow access card time mean peopl need go friend want go
1016,1,0,0,0,0,0,0,0,wait there famili next us caucasian white staff guard pool scan card let famili even access card like
1016,1,0,1,0,0,0,0,0,make consider pool area sinc charg hotel especi per night realli expens tourist like us want enjoy stay take pictur pool area
1017,1,0,1,0,1,0,1,0,price loooooong queue checkin pool get busi might wait order club noth special
1018,1,0,0,0,0,0,0,0,servic pool day row wait minut serv even ask servic told would come
1018,0,0,1,0,0,0,0,0,cost hotel would expect well treat didnt feel like case
1019,1,0,0,0,0,0,0,0,day mani peopl pool area sunb avail
1021,0,0,0,0,0,0,1,0,given upgrad orchid suit level checkin nice touch told fold sofa bed addit cot could put room
1021,1,0,0,0,0,0,0,0,fold sofa bed howev complet substandard star properti
1021,1,0,0,0,0,0,0,0,mattress spring push made imposs decent night sleep
1021,1,0,0,0,0,0,0,0,daughter end sleep sofa cushion top bed
1021,1,0,0,0,0,0,0,0,given rate hotel unaccept noth els bed replac
1021,1,0,0,0,0,0,0,0,pool area need better plan
1021,1,0,0,0,0,0,0,0,look like cheap spanish holiday resort custom reserv seat towel hour end general chao everywher wasnt top icon build would avoid cost
1022,1,0,0,0,0,1,0,0,toilet block first night first use thing happen
1022,1,1,0,0,0,0,0,0,room safe work get secur come fix didnt ace departur get secur open fail
1022,0,0,1,0,1,0,0,0,price ridicul food could buy coffe one sorbet busi within hotel larger half price
1022,0,0,1,0,1,0,0,0,bowl french fri pool ridicul price warm time got forgotten includ drink attend forgotten write
1023,1,0,0,0,0,0,0,0,permit us casino passport stamp arriv countri naval vessel night could access one attract want
1023,0,0,1,0,0,0,0,0,night could access one attract want
1024,1,0,0,0,0,0,0,0,entir curtain rod curtain fell wall floor around midnight last night
1024,1,0,0,0,0,0,0,0,room face east definit didnt want blast sun morn
1024,0,0,0,0,0,0,1,0,mainten got relat quick told us would move anoth room would take hour fix
1024,1,0,0,0,0,0,0,0,also plant balconi dead
1024,0,0,0,0,0,0,1,0,first checkout person talk didnt seem understand talk show pictur mainten man room midnight
1025,0,0,0,0,0,0,1,0,staff english poor would give late check later hour client spend k marina bay
1027,0,0,1,0,0,0,0,0,bit pricey there someth similar standard facil
1028,1,0,0,0,0,0,0,0,pool full instagramm
1028,1,0,0,0,0,0,0,0,youll lot long walk chang elev tower get want
1028,0,0,1,0,0,0,0,0,id prefer stay real star hotel face marina bay sand actual get money worth
1029,1,0,0,0,0,0,0,0,powder milk shoe horn room wait lift long power point bathroom would like night light bathroom
1030,1,0,1,0,1,0,0,0,breakfast includ stay despit high rate room hotel tooooo crowd privaci pool area room swim photo opp corner take selfi infin pool
1031,1,0,0,0,0,0,0,0,someon sing karaok insid room sometim open window realli loud even tri sleep
1033,1,0,0,0,0,0,0,0,room averag
1033,0,0,1,0,0,0,0,0,noth special fact pay lot infin pool view singapor citi
1034,0,0,1,0,1,0,0,0,food beverag way expens
1034,1,0,0,0,0,0,0,0,room impress
1034,1,0,0,0,0,0,0,0,lift slow
1035,1,0,0,0,0,0,0,0,there noth didnt like except didnt spend enough time pool
1036,1,0,0,0,0,0,0,0,relax bit difficult compar star hotel sinc pack tourist stay hotel especi rooftop pool
1037,0,0,0,0,0,0,1,0,icon hotel process disappoint
1037,1,0,0,0,0,0,0,0,hotel lobbi full peopl arent stay ridicul busi everyth took long
1037,1,0,0,0,0,0,0,0,pool basic reason stay hotel overcrowd lot buildong work go
1038,0,0,1,0,0,0,0,0,noth price
1040,1,0,0,0,0,0,0,0,would like told prior book build work happen floor may affect howev may known go happen prior last minut job
1041,0,0,1,0,1,0,0,0,price massiv overcharg breakfast get hotel
1042,1,0,0,0,0,0,0,0,swim pool top floor littl bit crowdi need pass lot checkpoint comfort
1043,0,0,0,0,0,0,1,0,check aloud pool area youv check
1043,0,0,0,0,0,0,1,0,didnt help pm flight poor consid amount pay stay
1043,0,0,1,0,1,0,0,0,food drink pricey that expect
1045,0,0,0,0,0,1,0,0,clean area elev room
1045,0,0,0,0,0,1,0,0,stuff flor even maid hotel staff pass one pick
1045,1,0,0,0,1,0,1,0,paid room floor got th locat front corridor nois first floor peopl restaur line music audibl even late night
1047,0,0,0,0,0,0,1,0,ask ladi express line phone oceania cruis dock gave us wrong port gave taxi wrong inform
1048,0,0,1,0,0,0,0,0,negat thing think hotel price
1049,0,0,0,0,0,0,1,0,concierg servic checkin lack servic speed
1049,0,0,0,0,0,0,1,0,note hotel get overcrowd receiv even assist luggag explicit ask complet checkin
1049,0,0,1,0,0,0,0,0,due crowd larg scale hotel difficult experi nice except star servic feel one expect upon walk first time even simpli roam hotel price rang
1049,1,0,0,0,0,0,0,0,stay th floor took hot water reach shower
1050,1,0,0,0,0,0,0,0,came marina bay sandsi wan na go maccao gambel gamebut thought wnderful time casinobut unfortun couldnt go casino bcz iranian passporti sad talk manag casino said forbbiden iranian peopl
1052,0,0,0,0,1,0,0,0,book month advanc ce la vie got tabl wasnt readi
1052,0,0,0,0,1,0,0,0,still wasnt readi minut
1052,0,0,0,0,1,0,0,0,eventu shown tabl meet expect
1054,0,0,1,0,0,0,0,0,bit expens wish could stay longer
1055,1,0,0,0,0,0,0,0,access fridg would good
1055,0,0,1,0,0,0,0,0,price night extrem compar price onlin
1056,1,0,1,0,0,0,0,0,room good amaz qualiti money spent infin pool certain money well spent
1057,1,0,0,0,0,0,0,0,wonder pool full bacteria
1057,1,0,0,0,0,0,0,0,lot peopl pool
1057,1,0,0,0,0,0,0,0,nobodi askedguid take shower first
1057,1,0,0,0,0,0,0,0,could smell chlorin
1058,1,0,0,0,0,0,0,0,got stuck elev minut
1058,1,0,0,0,0,0,0,0,scari alon
1058,1,0,0,0,0,0,0,0,thank god voic loudspeak tell repairman come soon
1058,1,0,0,0,0,0,0,0,seem like forev
1058,1,0,0,0,0,0,0,0,next day anoth elev broken
1058,0,0,1,0,0,0,0,0,price expens
1058,0,0,0,0,1,0,0,0,check thought could still go restaur bar pool abl hungri check hungri check
1058,1,0,0,0,0,0,0,0,got lost go around
1058,1,0,0,0,0,0,0,0,sign elev help
1058,1,0,0,0,0,0,0,0,saw other hop wrong elev like
1059,1,0,0,0,0,0,0,0,place massiv lot walk room end corridor
1059,1,0,0,0,0,0,0,0,put bathrob enjoy journey roof mayb chang lift twice
1060,1,0,0,0,0,0,0,0,mani peopl hotel pool recept etc
1062,1,0,0,0,0,0,0,0,sign go alway clear
1062,0,0,0,0,0,1,0,0,carpet perhap often clear replac smell bit issu
1063,0,0,0,0,1,0,0,0,breakfast buffet normal fivestar hotel
1063,0,0,0,0,1,0,0,0,ate decid eat
1066,0,0,1,0,0,0,0,0,price paid would expect someth bit
1066,1,0,1,0,0,0,0,0,pool view enough price point
1067,0,0,0,0,0,0,1,0,check queue long took though abl check near two hour earli fantast
1067,0,0,1,0,1,0,0,0,end order room servic got back room late night meal cold dri time arriv also expens
1068,0,0,0,0,1,0,0,0,club terribl club loung standard
1068,0,0,0,0,1,0,0,0,servic slow queue get
1068,0,0,0,0,1,0,0,0,food ok cocktail advertis
1068,0,0,0,0,1,0,0,0,serv wine reluct top glass
1068,0,0,0,0,1,0,0,0,seem like alcohol ration
1068,0,0,0,0,0,0,1,0,concierg clueless checkin poor
1068,1,0,0,0,0,0,0,0,pool area wasnt particular clean renov work take place limit sun bed
1068,0,0,1,0,1,0,0,0,drink food price extortion
1068,1,0,0,0,0,0,0,0,air con wasnt effect either
1068,0,0,1,0,0,0,0,0,dont think would rush back definit overpr
1072,1,0,0,0,0,0,0,0,rather tourist attract hotel mean hord peopl march day lobbi
1073,0,0,1,0,1,0,0,0,breakfast rise comprehens overpr qualiti food still worth tri
1073,0,0,0,1,0,0,0,0,hotel far singapor pedestrian neighborhood youll take taxi often experi local cultur bar restaur
1073,0,0,0,1,0,0,0,0,heat humid inspir friend reluct ventur clear wish experi singapor youll either need stay somewher central deliber excurs
1073,0,0,1,0,0,0,0,0,your look pamper multiday layov though resort probabl best offer prepar pay handsom
1073,1,0,0,0,0,0,0,0,mall impress impract need swimsuit two boutiqu swimwear one tini select
1075,0,0,1,0,0,0,0,0,price far high offer
1075,1,0,0,0,0,0,0,0,room facil interior design like star hotel
1075,1,0,0,0,0,0,0,0,give room size felt small
1075,0,0,0,0,1,0,0,0,breakfast would sing dollar extra
1075,1,0,0,0,0,0,0,0,search empti sun chair
1075,0,0,0,0,1,0,0,0,could find nice restaur hotel
1075,0,0,0,0,1,0,0,0,pack noisi let choos tabl tast bit quiet area like
1075,0,0,0,0,1,0,0,0,eat hotel except room servic noth special
1075,0,0,0,0,0,0,1,0,checkin checkout join long wait line
1077,0,0,1,0,0,0,0,0,quit expens toward realli get
1077,1,0,0,0,0,1,0,0,balconi dirti room readi upon check howev got room upgrad beacaus actual posit reaction hotel side
1077,0,0,0,0,1,0,0,0,breakfast includ
1077,1,0,0,0,0,0,0,0,pool busi
1078,1,0,0,0,0,0,0,0,bathroom clean smell fresh
1078,0,0,0,0,0,1,0,0,rank smell cloth need clean
1080,1,0,0,0,0,0,0,0,fact lobbi central point hotel contribut came lift straight retail area
1080,0,0,0,0,0,0,1,0,staff check inout perfect polit profession whole set lack warmth hotel mayb that normal type hotel
1080,0,0,0,0,0,0,1,0,day check realli late flight
1080,1,1,0,0,0,0,0,0,secur luggag facil room outsid main build one way made sens conveni next taxi rank hand much felt youd check hotel wasnt interest
1080,1,0,0,0,0,0,0,0,coupl shower gym could use nice wasnt much room mile luggag facil
1080,1,0,0,0,0,0,0,0,loung lobbi nowher final bit luggag juggl youd shower
1080,1,0,1,0,0,0,0,0,money cost stay id expect much consider better facil guest late flight
1080,1,0,0,0,0,0,0,0,also use rooftop pool check late flight youll find someth els
1080,1,0,0,0,0,0,0,0,see hotel need lot guest pool area realli busi wasnt expect pretti disappoint
1081,0,0,1,0,0,0,0,0,cost bit expens room experi worth
1082,1,0,0,0,0,0,0,0,pool crowd place swim pool book control max num ppl cam pool couldnt swim night
1083,0,0,1,0,0,0,0,0,kinda crowd rather expens get
1083,0,0,1,0,0,0,0,0,much extra servic consid amount money pay room
1083,0,0,0,0,0,0,1,0,would mayb imagin lobbi custom check also water dispens
1084,0,0,0,0,0,0,1,0,check feel though your airport absolut horribl
1084,0,0,0,0,1,0,0,0,club drink canap pack like piccadilli circus london rush hour dire
1084,1,0,0,0,0,0,0,0,infin pool look great advertis actual hideous overcrowd place relax
1084,1,0,0,0,0,0,0,0,peopl get chang toilet chang facil
1084,1,0,0,0,0,0,0,0,overal hotel fur coat knicker ounc class disappoint hotel tour thailand singapor
1086,1,0,0,0,0,0,0,0,would good airport transfer
1088,1,0,0,0,0,0,0,0,room old need revamp
1088,1,0,0,0,0,0,0,0,bathroom worst
1088,1,0,0,0,0,1,0,0,toilet flush proper shower water pressur terribl shower head also clog water spray direct except
1088,1,0,0,0,0,0,0,0,expect famous marina bay sand hotel
1089,1,0,0,0,1,0,0,0,restaur open late option bigger room standard size big resort
1090,1,0,0,0,0,0,0,0,pool area get crowd could construct took away addit seat
1091,0,0,0,0,0,0,1,0,hotel massiv general feel pretti imperson check check
1091,1,0,0,0,0,0,0,0,pool realli whole experi complet ruin hoard hourd endless selfi taken
1091,1,0,0,0,0,0,0,0,relax experi sunbath
1091,1,0,0,0,0,0,0,0,also water absolut freez includ kid pool
1092,0,0,1,0,0,0,0,0,felt wasnt great anticip money pay
1092,1,0,1,0,0,0,0,0,ive luxuri room better servic less money spent
1093,0,0,0,0,0,0,1,0,payment request birthday decor includ bill check explain front desk proper despit ask time includ initi payment
1093,0,0,0,0,0,0,1,0,amount deduct deposit upon check discuss differ front desk investig issu
1093,0,0,0,0,0,0,1,0,explain decor amount yet paid check bill
1093,0,0,0,0,0,0,1,0,cant even tell name staff made mistak
1094,1,0,0,0,0,0,0,0,hotel get old price pay most show area room
1094,1,0,0,0,0,0,0,0,furnitur remind us come need renov
1095,1,0,0,0,0,0,0,0,expect room littl better valu
1095,1,0,0,0,0,0,0,0,bed comfort stay place bigger comfort
1096,0,0,0,0,0,0,1,0,arriv littl p
1096,0,0,0,0,0,0,1,0,checkin tower desk
1096,0,0,0,0,0,0,1,0,chose take luggag room sinc dinner yet want freshen dinner
1096,0,0,0,0,0,0,1,0,one
1096,0,0,0,0,0,0,1,0,close
1096,0,0,0,0,0,0,1,0,told drag luggag etc
1096,0,0,0,0,0,0,1,0,tower
1096,0,0,0,0,0,0,1,0,definit think checkin desk open midnight
1097,0,0,0,0,0,1,0,0,bit noisi floor start clean earli quiet
1097,0,0,0,0,0,1,0,0,huge place sort understand still keep guest mind
1098,1,0,0,0,0,0,0,0,lobbi pool public area crowd
1098,1,0,0,0,0,0,0,0,room star rate wow factor cost room
1098,0,0,0,0,1,0,0,0,hostess ce la vie need train
1100,1,0,1,0,0,0,0,0,lack qualiti room old furnitur like ikea good tv station ac breakfast incl expens room valu money pool tile absolut old look bad design crowdi
1101,1,0,0,0,0,0,0,0,hotel big
1101,0,0,1,0,0,0,0,0,expens
1101,1,0,0,0,0,0,0,0,room facil averag
1102,1,0,0,0,0,0,0,0,air condit everywher singapor cold
1103,0,0,0,0,0,0,1,0,long line check check faster check airport marina bay sand
1103,1,0,0,0,0,0,0,0,addit pool incred crow time one relax enjoy
1103,1,0,0,0,0,0,0,0,otherwis even pool bed enough hotel guest
1104,1,0,0,0,0,0,0,0,balconi could benefit seat
1105,0,0,1,0,0,0,0,0,th hotel price
1105,0,0,0,0,0,0,1,0,didnt full tea set room check
1105,0,0,0,0,0,1,0,0,room servic came room ad water bottl didnt even think replac use coffe mug
1105,1,0,0,0,0,0,0,0,pool bathroom good condit
1106,0,0,1,0,1,0,0,0,restaur hotel expens restaur mall improv servic staff
1107,1,0,0,0,0,0,0,0,fix shower head room locat next housekeep room continu nois may laundri machin cloth dryer late respons servic manag
1108,0,0,1,0,0,0,0,0,paid dollar per night orchid suit lost money servic zero understand hotel number
1108,1,0,0,0,0,0,1,0,arriv lobbi mani peopl carri luggag room
1108,1,0,0,0,0,0,0,0,day tri find free seat beauti infin pool unfortun
1108,0,0,0,0,1,0,0,0,also cest la vie bar possibl find seat
1108,0,0,0,0,1,0,0,0,place enough member reserv guest pay dollar per night
1108,0,0,0,0,0,0,1,0,checkout plane even ask use swimmingpool
1108,0,0,0,0,0,0,1,0,cours answer
1108,0,0,0,0,0,0,1,0,polici hotel pay get f
1108,0,0,0,0,0,0,1,0,next guest wait
1108,0,0,1,0,0,0,0,0,conclus stay mani tophotel singapor treat like king half price
1108,0,0,1,0,0,0,0,0,better go marina bay excurs enjoy view atmospher
1109,0,0,0,0,0,0,1,0,check like imperson product line
1109,1,0,0,0,0,0,0,0,gym pathet compar size size build
1109,1,0,0,0,0,0,0,0,far nicer hotel may look cool give fabul welcom better facil
1110,0,0,1,0,1,0,0,0,like lot thing singapor food restaur hotel extrem expens
1110,0,0,1,0,1,0,0,0,exempl dinner share appet big meatbal bottl cheapest wine main cours two consist chees pizza one consist steak one tuna appet desert one slice cake hous celebr anniversari share came plus tip
1110,0,0,1,0,0,0,0,0,beauti lifetim experi averag peopl
1111,1,0,0,0,0,0,0,0,tv quit old remot control slow
1113,0,0,1,0,1,0,0,0,understand high end hotel food price outrag
1113,0,0,0,0,1,0,0,0,found leav hotel meal
1114,1,0,1,0,0,0,0,0,price bit much basic room
1114,1,0,0,0,0,0,0,0,got lost multipl time also drink soooo
1115,1,0,0,0,1,0,0,0,loung
1115,0,0,0,0,0,0,1,0,day check sit wait taxi
1115,0,0,0,0,0,0,1,0,wooden bench around pillar
1115,1,0,0,0,1,0,0,0,allow go sit pool could go sit bar provid bought drink
1116,1,0,0,0,0,0,0,0,bed firm prefer
1116,1,0,0,0,0,0,0,0,softer bed would made stay perfect
1117,1,0,0,0,0,0,0,0,bidetspray toilet seat alway basic there none inconveni wash
1120,0,0,0,0,0,0,1,0,guest acc pool area check
1120,0,0,0,0,0,0,1,0,extrem disappoint inform polici time book
1120,0,0,0,0,0,0,1,0,late flight singapor liter thrown street noon courtesi one hour delay check
1120,1,0,0,0,0,0,0,0,elev slow
1120,1,0,0,0,0,0,0,0,poor wifi
1120,0,0,0,0,0,0,1,0,respons polit notic disappoint
1120,0,0,1,0,0,0,0,0,high price
1121,1,0,0,0,0,0,0,0,con pool overcrowd your look get pictur perfect instagram photo need lot patienc
1121,1,0,0,0,0,0,0,0,mini bar sensor cant take anyth without charg
1121,1,0,0,0,0,0,0,0,want put bottl water purchas extern even enough space put one
1122,1,0,0,0,0,0,0,0,queue wait elev
1122,1,0,0,0,0,0,0,0,calm wait till get floor
1123,0,0,1,0,1,0,0,0,price everyth expens restaur servic etc
1124,1,0,0,0,0,0,0,0,chang room infin poor suffici mani peopl want chang
1124,1,0,0,0,0,0,0,0,long line air condit
1124,1,0,0,0,0,0,0,0,leav ask staff entranc anoth chang room
1124,1,0,0,0,0,0,0,0,show one prior entranc
1124,1,0,0,0,0,0,0,0,exit reenter chang swim suit
1125,1,0,0,0,0,0,0,0,simplist thing wifi didnt work unabl check flight next day
1125,0,0,1,0,0,0,0,0,mayb im harsh pay money luxuri room simpli thing run smooth clock work
1126,0,0,0,0,0,1,1,0,realli terribl experi check told us could check went back said went back said room readi anoth hour
1127,1,0,0,0,0,0,0,0,shuttl bus avail airport
1128,1,0,1,0,0,0,0,0,expect eur per night luxuri
1128,1,0,1,0,0,0,0,0,infin pool beauti much exampl kuala lumpur face suit regalia suit eur per night
1128,0,0,0,0,1,0,0,0,bar good
1128,1,0,0,0,0,0,0,0,wait minut hot water bathroom
1128,0,0,1,0,1,0,0,0,breakfast price
1131,0,0,0,0,1,0,0,0,servic ce la vie rooftop bar abrupt rude thought put us return
1132,1,0,0,0,0,0,0,0,lift crowd wait much
1134,1,0,0,0,0,0,0,0,negat experienc access speed lift get floor especi book one room upper floor everyon use get pool roof make busi virtual time apart late morn earli afternoon checkout checkin
1135,1,0,0,0,0,0,0,0,infin pool fantast also like indoor swim pool lane prevent hinder swim hotel doesnt
1135,0,0,0,0,0,0,1,0,besid keycard amen facil malfunct time time
1136,0,0,0,0,0,0,1,0,long wait check
1136,1,0,0,0,0,0,0,0,elev aw hot insid air get sick
1136,1,0,0,0,0,0,0,0,room noth special
1136,0,0,0,0,1,0,0,0,good food around
1136,0,0,1,0,0,0,0,0,noth special expens price pool view
1138,0,0,1,0,1,0,0,0,standard breakfast seem expens per person wasnt problem happier eat pool restaur anyway
1139,1,0,1,0,0,0,0,0,room littl bit small expect especi price
1139,1,0,1,0,0,0,0,0,recommend peopl perfect
1141,0,0,1,0,0,0,0,0,price subject tax charg singapor
1141,1,0,0,0,0,0,0,0,stay sentosa island resort room far superior intern
1141,1,0,0,0,0,0,0,0,one lift mask tape hold togeth wooden board mirror
1141,1,0,1,0,1,0,0,0,scarf mark note aircon realli noisi room food facil within hotel overpr
1141,1,0,0,0,0,0,0,0,infin pool alway overcrowd temperatur quit cold
1141,1,0,0,0,0,0,0,0,though pool open till pm even actual uncomfort go water
1142,0,0,0,0,1,0,0,0,much fridg space crockeri cutleri avail forc eat everi singl meal
1143,1,0,0,0,0,0,0,0,crowd pool never chanc find place sit
1143,1,0,0,0,0,0,0,0,hotel interior feel bit date furnitur could use refresh
1146,1,0,1,0,1,0,0,0,room dine expens hard find sun bed pool time
1147,1,0,0,0,0,0,0,0,room averag compar star hotel
1147,0,0,0,0,0,1,0,0,didnt chang sheet walk
1147,0,0,0,0,0,1,0,0,found hair stain pillow
1147,0,0,0,0,0,1,0,0,call room servic chang sheet
1147,1,0,0,0,0,0,0,0,sink water drain slow
1147,1,0,0,0,0,0,0,0,shower head need updat water shoot around direct
1148,1,0,0,0,0,0,0,0,also make queu elev rather uncomfort
